Variable / Field Name,Form Name,Section Header,Field type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
notes84,baselineinitial_support_tx,,descriptive,"STOP. Complete ""Inclusion"" study form before proceding with data abstraction.",,,,,,,([enroll_coral] = '' OR [studysite_petal] = ''  OR [cx_covid_yn] = '' OR ( [cx_covid_yn] = '1' AND [cx_covid_pos_ever_yn] = '') OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] ='') OR [admit_yn] = '' OR ([admit_yn] = '1' AND [admit_cause] = '') OR [elig_fever] = '' OR [elig_cough] = '' OR [elig_dyspnea] = '' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] = '') OR ([admit_yn] = '1' AND [cx_covid_pos_ever_yn] = '1' AND  ([elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_fever] = '1' OR [elig_ari] = '1') AND [elig_eval_coral] = '') OR ([elig_eval_coral] = '1' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR [elig_icu] = '')) OR ([elig_eval_coral] = '2' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR ([admit_cause] = '1' AND [elig_cmo] = '')))),,,,,,
notes85,summativeoutcomes,,descriptive,"STOP. Complete ""Inclusion"" study form before proceding with data abstraction.",,,,,,,([enroll_coral] = '' OR [studysite_petal] = ''  OR [cx_covid_yn] = '' OR ( [cx_covid_yn] = '1' AND [cx_covid_pos_ever_yn] = '') OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] ='') OR [admit_yn] = '' OR ([admit_yn] = '1' AND [admit_cause] = '') OR [elig_fever] = '' OR [elig_cough] = '' OR [elig_dyspnea] = '' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] = '') OR ([admit_yn] = '1' AND [cx_covid_pos_ever_yn] = '1' AND  ([elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_fever] = '1' OR [elig_ari] = '1') AND [elig_eval_coral] = '') OR ([elig_eval_coral] = '1' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR [elig_icu] = '')) OR ([elig_eval_coral] = '2' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR ([admit_cause] = '1' AND [elig_cmo] = '')))),,,,,,
notes86,baselineinitial_drug_tx,,descriptive,"STOP. Complete ""Inclusion"" study form before proceding with data abstraction.",,,,,,,([enroll_coral] = '' OR [studysite_petal] = ''  OR [cx_covid_yn] = '' OR ( [cx_covid_yn] = '1' AND [cx_covid_pos_ever_yn] = '') OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] ='') OR [admit_yn] = '' OR ([admit_yn] = '1' AND [admit_cause] = '') OR [elig_fever] = '' OR [elig_cough] = '' OR [elig_dyspnea] = '' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] = '') OR ([admit_yn] = '1' AND [cx_covid_pos_ever_yn] = '1' AND  ([elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_fever] = '1' OR [elig_ari] = '1') AND [elig_eval_coral] = '') OR ([elig_eval_coral] = '1' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR [elig_icu] = '')) OR ([elig_eval_coral] = '2' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR ([admit_cause] = '1' AND [elig_cmo] = '')))),,,,,,
notes87,summativetreatments,,descriptive,"STOP. Complete ""Inclusion"" study form before proceding with data abstraction.",,,,,,,([enroll_coral] = '' OR [studysite_petal] = ''  OR [cx_covid_yn] = '' OR ( [cx_covid_yn] = '1' AND [cx_covid_pos_ever_yn] = '') OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] ='') OR [admit_yn] = '' OR ([admit_yn] = '1' AND [admit_cause] = '') OR [elig_fever] = '' OR [elig_cough] = '' OR [elig_dyspnea] = '' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] = '') OR ([admit_yn] = '1' AND [cx_covid_pos_ever_yn] = '1' AND  ([elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_fever] = '1' OR [elig_ari] = '1') AND [elig_eval_coral] = '') OR ([elig_eval_coral] = '1' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR [elig_icu] = '')) OR ([elig_eval_coral] = '2' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR ([admit_cause] = '1' AND [elig_cmo] = '')))),,,,,,
notes88,summativediagnostics,,descriptive,"STOP. Complete ""Inclusion"" study form before proceding with data abstraction.",,,,,,,([enroll_coral] = '' OR [studysite_petal] = ''  OR [cx_covid_yn] = '' OR ( [cx_covid_yn] = '1' AND [cx_covid_pos_ever_yn] = '') OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] ='') OR [admit_yn] = '' OR ([admit_yn] = '1' AND [admit_cause] = '') OR [elig_fever] = '' OR [elig_cough] = '' OR [elig_dyspnea] = '' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] = '') OR ([admit_yn] = '1' AND [cx_covid_pos_ever_yn] = '1' AND  ([elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_fever] = '1' OR [elig_ari] = '1') AND [elig_eval_coral] = '') OR ([elig_eval_coral] = '1' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR [elig_icu] = '')) OR ([elig_eval_coral] = '2' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR ([admit_cause] = '1' AND [elig_cmo] = '')))),,,,,,
notes89,summativecomplications,,descriptive,"STOP. Complete ""Inclusion"" study form before proceding with data abstraction.",,,,,,,([enroll_coral] = '' OR [studysite_petal] = ''  OR [cx_covid_yn] = '' OR ( [cx_covid_yn] = '1' AND [cx_covid_pos_ever_yn] = '') OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] ='') OR [admit_yn] = '' OR ([admit_yn] = '1' AND [admit_cause] = '') OR [elig_fever] = '' OR [elig_cough] = '' OR [elig_dyspnea] = '' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] = '') OR ([admit_yn] = '1' AND [cx_covid_pos_ever_yn] = '1' AND  ([elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_fever] = '1' OR [elig_ari] = '1') AND [elig_eval_coral] = '') OR ([elig_eval_coral] = '1' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR [elig_icu] = '')) OR ([elig_eval_coral] = '2' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR ([admit_cause] = '1' AND [elig_cmo] = '')))),,,,,,
notes9,baselineinitial_support_tx,,descriptive,PETAL ID: [id_petal] First hospital admit: [admit_admit_dt] ED arrival associated with admit: [admit_ed_arrival_dt],,,,,,,,,,,,,
notes90,summativemeds,,descriptive,"STOP. Complete ""Inclusion"" study form before proceding with data abstraction.",,,,,,,([enroll_coral] = '' OR [studysite_petal] = ''  OR [cx_covid_yn] = '' OR ( [cx_covid_yn] = '1' AND [cx_covid_pos_ever_yn] = '') OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] ='') OR [admit_yn] = '' OR ([admit_yn] = '1' AND [admit_cause] = '') OR [elig_fever] = '' OR [elig_cough] = '' OR [elig_dyspnea] = '' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] = '') OR ([admit_yn] = '1' AND [cx_covid_pos_ever_yn] = '1' AND  ([elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_fever] = '1' OR [elig_ari] = '1') AND [elig_eval_coral] = '') OR ([elig_eval_coral] = '1' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR [elig_icu] = '')) OR ([elig_eval_coral] = '2' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR ([admit_cause] = '1' AND [elig_cmo] = '')))),,,,,,
notes91,contact_information,,descriptive,"STOP. Complete ""Inclusion"" study form before proceding with data abstraction.",,,,,,,([enroll_coral] = '' OR [studysite_petal] = ''  OR [cx_covid_yn] = '' OR ( [cx_covid_yn] = '1' AND [cx_covid_pos_ever_yn] = '') OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] ='') OR [admit_yn] = '' OR ([admit_yn] = '1' AND [admit_cause] = '') OR [elig_fever] = '' OR [elig_cough] = '' OR [elig_dyspnea] = '' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] = '') OR ([admit_yn] = '1' AND [cx_covid_pos_ever_yn] = '1' AND  ([elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_fever] = '1' OR [elig_ari] = '1') AND [elig_eval_coral] = '') OR ([elig_eval_coral] = '1' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR [elig_icu] = '')) OR ([elig_eval_coral] = '2' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR ([admit_cause] = '1' AND [elig_cmo] = '')))),,,,,,
meds_hosp_tot_fluids_iv,summativemeds,Variables auto-calculated or defaulted for ISARIC mapping,calc,IV fluids,"if([enroll_coral] =""1"", ""1"", """")","Includes crystalloids fluids (NS, LR, Plasmalyte), albumin, hetastarch<br><br>Does <u>not</u>include hypotonic fluids (e.g. D5W, 1/2 NS), blood products, medications",,,,,,y,,,,, @HIDDEN
meds_hosp_tot_fluids_oral,summativemeds,Variables auto-calculated or defaulted for ISARIC mapping,calc,Oral/orogastric fluids,"if([enroll_coral] =""1"", ""3"", """")",,,,,,,y,,,,, @HIDDEN
meds_hosp_tot_fungal,summativemeds,Variables auto-calculated or defaulted for ISARIC mapping,calc,Anti-fungal,"if([enroll_coral] =""1"", ""3"", """")",,,,,,,y,,,,, @HIDDEN
meds_hosp_tot_malaria,summativemeds,Variables auto-calculated or defaulted for ISARIC mapping,calc,Anti-malarial,"if([enroll_coral] =""1"", ""3"", """")",,,,,,,y,,,,, @HIDDEN
notes92,optional,Optional data,descriptive,"STOP. Complete ""Inclusion"" study form before proceding with data abstraction.",,,,,,,([enroll_coral] = '' OR [studysite_petal] = ''  OR [cx_covid_yn] = '' OR ( [cx_covid_yn] = '1' AND [cx_covid_pos_ever_yn] = '') OR ([cx_covid_pos_ever_yn] = '1' AND [cx_covid1_pos_yn] ='') OR [admit_yn] = '' OR ([admit_yn] = '1' AND [admit_cause] = '') OR [elig_fever] = '' OR [elig_cough] = '' OR [elig_dyspnea] = '' OR (([elig_fever] = '0' OR [elig_fever] = '9') AND ([elig_cough] = '0' OR [elig_cough] = '9') AND ([elig_dyspnea] = '0' OR [elig_dyspnea] = '9') AND [elig_ari] = '') OR ([admit_yn] = '1' AND [cx_covid_pos_ever_yn] = '1' AND  ([elig_cough] = '1' OR [elig_dyspnea] = '1' OR [elig_fever] = '1' OR [elig_ari] = '1') AND [elig_eval_coral] = '') OR ([elig_eval_coral] = '1' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR [elig_icu] = '')) OR ([elig_eval_coral] = '2' AND ([elig_priorenroll] = '' OR [elig_prisoner]='' OR ([admit_cause] = '1' AND [elig_cmo] = '')))),,,,,,
pregnant,baselinedemographics,Patient demographics,yesno,Pregnant (Y/N),,,,,,,"((([sex] = ""1"" OR [pregnant] <> """") OR [pregnant]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
pregnant_weeks,baselinedemographics,Patient demographics,text,Gestational age,,"Enter ""-99"" if unknown or not available""",number,-99,50,,"((([pregnant] = ""1"") OR [pregnant_weeks]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
language_pref,contact_information,Language,radio,What is the patient's preferred language?,"1, English | 2, Spanish | 8, Other | 9, Unknown",,,,,,"((([dispo] <> ""0"" AND [dispo_death_date] = """" AND [dispo_late_death_yn] <> ""1"" AND (([enroll_coral] = '1' AND [elig_eval_coral] = '2' AND [elig_cmo] = '0') OR [enroll_coralreef]='1' OR [elig_eval_coral]='0')) OR [language_pref]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [language_pref]<> '')))",y,,,,,
review_last_date,summativeoutcomes,Follow-up duration,text,Date of last data update,,,date_mdy,01/03/2020,31/12/2023,y,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
ssn,baselinecontact,Identifiers & zip code,text,Social security number,,Leave blank if unavailable,ssn,,,y,((([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [ssn]<>'')),,,,,,
symptom_bleeding_site,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",text,Bleeding site,,,,,,,"((([symptom_bleeding] = ""1"") OR [symptom_bleeding_site]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
symptom_onset_date,baselinesymptoms,Symptoms,text,Onset date of first/earliest symptom,,Obtain from ED note and admission H&P,date_mdy,01/01/1900,31/12/2023,y,"((([symptom_onset_known] = ""1"") OR [symptom_onset_date]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,, @HIDEBUTTON
symptom_onset_known,baselinesymptoms,Symptoms,yesno,Is the symptom onset date known?,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
telephone1,contact_information,Subject contact information for follow up. Stored locally unless needed for long-term follow up.Leave blank if unavailable,text,Primary telephone number,,"Enter ""999-999-9999"" if unavailable",phone,,,y,"((([dispo] <> ""0"" AND [dispo_death_date] = """" AND [dispo_late_death_yn] <> ""1"") OR [telephone1]<>'') AND ((([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [telephone1]<>'')))",y,,,,,
telephone2,contact_information,Subject contact information for follow up. Stored locally unless needed for long-term follow up.Leave blank if unavailable,text,Secondary telephone number,,,phone,,,y,"((([dispo] <> ""0"" AND [dispo_death_date] = """" AND [dispo_late_death_yn] <> ""1"") OR [telephone2]<>'') AND ((([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [telephone2]<>'')))",,,,,,
telephone3,contact_information,Subject contact information for follow up. Stored locally unless needed for long-term follow up.Leave blank if unavailable,text,Work telephone number,,,phone,,,y,"((([dispo] <> ""0"" AND [dispo_death_date] = """" AND [dispo_late_death_yn] <> ""1"") OR [telephone3]<>'') AND ((([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [telephone3]<>'')))",,,,,,
tx_hosp_24h_ecmo,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,yesno,ECMO,,Correct?,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
tx_hosp_24h_ino,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,yesno,Treated with inhaled pulmonary vasodilators (nitric oxide [iNO] or epoprostenol [Flolan]),,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
tx_hosp_24h_nippv,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,yesno,"Non-invasive ventilation (e.g. BiPAP, CPAP)",,"Answer ""No"" if on home settings, at night only or if used only for sleep apnea.",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
backup_contact1_relation,contact_information,Backup contact information. Leave blank if unavailable,radio,Backup contact person #1 relationship,"1, Spouse/partner | 2, Parent | 3, Child | 4, Sibling | 5, Other (specify in name field)",,,,,y,"((([dispo] <> ""0"" AND [dispo_death_date] = """" AND [dispo_late_death_yn] <> ""1"") OR [backup_contact1_relation]<>'') AND ((([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [backup_contact1_relation]<>'')))",,,,,,
tx_hosp_24h_nmb,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,yesno,Therapeutic neuromuscular blockade / therapeutic paralysis,,Do not include paralytic given for intubation,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
tx_hosp_24h_o2therapy,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,yesno,"Nasal cannula, face mask, or HFNC oxygen therapy",,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
tx_hosp_24h_pressor,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,yesno,Inotropes/vasopressors,,"Includes norepinephrine (Levophed), epinephrine, vasopressin, phenylephrine (Neosynephrine), angiotensin-II (Giapreza), dopamine, dobutamine, milrinone",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
tx_hosp_24h_prone,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,yesno,Prone positioning,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
tx_hosp_24h_vent,baselineinitial_support_tx,Supportive care treatments within 24 hours of hospital arrival,yesno,Invasive ventilation,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,,,
backup_contact2_relation,contact_information,Backup contact information. Leave blank if unavailable,radio,Backup contact person #2 relationship,"1, Spouse/partner | 2, Parent | 3, Child | 4, Sibling | 5, Other (specify in name field)",,,,,y,"((([dispo] <> ""0"" AND [dispo_death_date] = """" AND [dispo_late_death_yn] <> ""1"") OR [backup_contact2_relation]<>'') AND ((([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [backup_contact2_relation]<>'')))",,,,,,
tx_hosp_death_dly,dailyassessment,Daily assessment for calendar day,yesno,Is patient known to have died on or before this date?,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_ecmo_dly,dailyassessment,Organ support at any point during calendar day,yesno,ECMO,,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [tx_hosp_ecmo_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
tx_hosp_extub1_date,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of first extubation,,Enter hospital discharge/death date if patient discharged or died while intubated.,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_vent_cnt] <>"""" AND [tx_hosp_tot_vent_end] <> """" AND [tx_hosp_tot_vent_cnt] >=1) OR [tx_hosp_extub1_date]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,, @HIDEBUTTON
tx_hosp_extub2_date,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of second extubation,,Enter hospital discharge/death date if patient discharged or died while intubated.,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_vent_cnt] <>"""" AND [tx_hosp_tot_vent_end] <> """" AND [tx_hosp_tot_vent_cnt] >=2) OR [tx_hosp_extub2_date]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,, @HIDEBUTTON
tx_hosp_extub3_date,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of  third extubation,,Enter hospital discharge/death date if patient discharged or died while intubated.,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_vent_cnt] <>"""" AND [tx_hosp_tot_vent_end] <> """" AND [tx_hosp_tot_vent_cnt] >=3) OR [tx_hosp_extub3_date]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,, @HIDEBUTTON
tx_hosp_extub4_date,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of  FINAL extubation,,"* Enter hospital discharge/death date if patient discharged or died while intubated.<br>* If ≥4 intubations admissions, enter the date of the FINAL extubation or, if intubated at discharge, the date of hospital discharge.",date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_vent_cnt] <>"""" AND [tx_hosp_tot_vent_end] <> """" AND [tx_hosp_tot_vent_cnt] >=4) OR [tx_hosp_extub4_date]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,, @HIDEBUTTON
tx_hosp_ino_dly,dailyassessment,Organ support at any point during calendar day,yesno,Treated with inhaled pulmonary vasodilators (nitric oxide [iNO] or epoprostenol [Flolan]),,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [tx_hosp_ino_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
tx_hosp_inpt_dly,dailyassessment,Daily assessment for calendar day,yesno,Was patient in the hospital at any point on this study day?,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
tx_hosp_intub1_date,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of first intubation,,Enter date/time of first arrival to a hospital if (1) patient intubated before arrival and (2) actual intubation time not known,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_vent_cnt] <>"""" AND [tx_hosp_tot_vent_end] <> """" AND [tx_hosp_tot_vent_cnt] >=1) OR [tx_hosp_intub1_date]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,, @HIDEBUTTON
tx_hosp_intub2_date,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of second intubation,,,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_vent_cnt] <>"""" AND [tx_hosp_tot_vent_end] <> """" AND [tx_hosp_tot_vent_cnt] >=2) OR [tx_hosp_intub2_date]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,, @HIDEBUTTON
tx_hosp_intub3_date,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of third intubation,,,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_vent_cnt] <>"""" AND [tx_hosp_tot_vent_end] <> """" AND [tx_hosp_tot_vent_cnt] >=3) OR [tx_hosp_intub3_date]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,, @HIDEBUTTON
tx_hosp_intub4_date,summativetreatments,"Organ support treatment summary for entire hospitalization. Obtain data from review of discharge, interim, and transfer summaries as well as review of respiratory charting and medication administration. If patient is transferred between hospitals within your hospital system, review data from all available hospitalizations to answer summative questions.",text,Date of fourth intubation,,,date_mdy,10/01/2019,31/12/2023,y,"((([tx_hosp_tot_vent_cnt] <>"""" AND [tx_hosp_tot_vent_end] <> """" AND [tx_hosp_tot_vent_cnt] >=4) OR [tx_hosp_intub4_date]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,, @HIDEBUTTON
tx_hosp_nippv_dly,dailyassessment,Organ support at any point during calendar day,yesno,"Non-invasive ventilation (e.g. BiPAP, CPAP)",,"Answer ""No"" if on home settings, at night only or if used only for sleep apnea.",,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [tx_hosp_nippv_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
tx_hosp_nmb_dly,dailyassessment,Organ support at any point during calendar day,yesno,Therapeutic neuromuscular blockade / therapeutic paralysis,,Do not include paralytic given for intubation,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [tx_hosp_nmb_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
tx_hosp_o2therapy_dly,dailyassessment,Organ support at any point during calendar day,yesno,"Nasal cannula, face mask, or HFNC oxygen therapy",,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [tx_hosp_o2therapy_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
cx_covid1_spectype,optional,Additional detail for first COVID-19 test,radio,COVID-19 specimen #1 type (e.g. nasopharyngeal swab),"1, Nasopharyngeal swab |2, Oropharyngeal swab |3, Sputum |4, BAL |5, Tracheal Aspirate |9, Other",,,,,,"((([cx_covid_yn] = ""1"") OR [cx_covid1_spectype]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
cx_covid1_facility_type,optional,Additional detail for first COVID-19 test,radio,Setting in which patient had first COVID testing,"1, ED | 2, Urgent care | 3, Inpatient | 4, Outpatient lab | 5, Drive-through clinic",,,,,,"((([cx_covid_yn] = ""1"") OR [cx_covid1_facility_type]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
tx_hosp_pressor_dly,dailyassessment,Organ support at any point during calendar day,yesno,Inotropes/vasopressors,,"Includes norepinephrine (Levophed), epinephrine, vasopressin, phenylephrine (Neosynephrine), angiotensin-II (Giapreza), dopamine, dobutamine, milrinone",,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [tx_hosp_pressor_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
tx_hosp_prone_dly,dailyassessment,Organ support at any point during calendar day,yesno,Prone positioning,,,,,,,"((([tx_hosp_inpt_dly] = ""1"") OR [tx_hosp_prone_dly]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,,,
cx_covid_pos_spectype,optional,Additional detail for first positive COVID-19 test,radio,COVID-19 specimen type for first positive test,"1, Nasopharyngeal swab |2, Oropharyngeal swab |3, Sputum |4, BAL |5, Tracheal Aspirate |9, Other",,,,,,"((([cx_covid_pos_ever_yn] = ""1"") OR [cx_covid_pos_spectype]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",,,,,,
