,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
4771,echo_yn,echo_yn from form echocardiogram and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,echocardiogram,echocardiogram (Follow-up month 12),categorical,Echocardiogram,4,{'No': 4}
4772,cth_easynowya,cth_easynowya from form covid_testing_history and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Acute week 8),categorical,Covid Testing History,118,"{'Agree': 38, 'Disagree': 3, 'Neither disagree or agree': 10, 'Strongly agree': 62, 'Strongly disagree': 5}"
4773,cth_easynowya,cth_easynowya from form covid_testing_history and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Post-acute baseline),categorical,Covid Testing History,1378,"{'Agree': 401, 'Disagree': 50, 'Neither disagree or agree': 75, 'Strongly agree': 801, 'Strongly disagree': 51}"
4774,cth_type,cth_type from form covid_testing_history and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Acute week 8),categorical,Covid Testing History,433,"{'Antigen test done at home (sometimes called a rapid test)': 210, ""Antigen test done in a laboratory, doctor's office, or testing center (sometimes called a rapid test)"": 113, 'PCR/molecular test, throat, or nose swab': 93, ""I don't know"": 11, 'Blood test for antibodies': 3, ""[sname] didn't have a test"": 3}"
4775,cth_type,cth_type from form covid_testing_history and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Post-acute baseline),categorical,Covid Testing History,3376,"{'Antigen test done at home (sometimes called a rapid test)': 1723, ""Antigen test done in a laboratory, doctor's office, or testing center (sometimes called a rapid test)"": 828, 'PCR/molecular test, throat, or nose swab': 658, ""I don't know"": 100, 'Blood test for antibodies': 42, ""[sname] didn't have a test"": 19}"
4776,cth_typeya,cth_typeya from form covid_testing_history and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Acute week 8),categorical,Covid Testing History,109,"{'Antigen test done at home (sometimes called a rapid test)': 72, ""Antigen test done in a laboratory, doctor's office, or testing center (sometimes called a rapid test)"": 22, 'Blood test for antibodies': 1, ""I don't know"": 1, 'PCR/molecular test, throat, or nose swab': 13}"
4777,cth_typeya,cth_typeya from form covid_testing_history and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Post-acute baseline),categorical,Covid Testing History,1283,"{'Antigen test done at home (sometimes called a rapid test)': 719, 'PCR/molecular test, throat, or nose swab': 273, ""Antigen test done in a laboratory, doctor's office, or testing center (sometimes called a rapid test)"": 260, ""I don't know"": 16, 'Blood test for antibodies': 9, ""I didn't have a test"": 5}"
4778,cth_where2020,cth_where2020 from form covid_testing_history and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Acute week 8),categorical,Covid Testing History,501,"{'Agree': 151, 'Disagree': 61, 'Neither disagree or agree': 77, 'Strongly agree': 153, 'Strongly disagree': 59}"
4779,cth_where2020,cth_where2020 from form covid_testing_history and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Post-acute baseline),categorical,Covid Testing History,9794,"{'Agree': 3537, 'Disagree': 806, 'Neither disagree or agree': 714, 'Strongly agree': 3967, 'Strongly disagree': 770}"
4780,cth_where2020ya,cth_where2020ya from form covid_testing_history and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Acute week 8),categorical,Covid Testing History,118,"{'Agree': 48, 'Disagree': 16, 'Neither disagree or agree': 6, 'Strongly agree': 41, 'Strongly disagree': 7}"
4781,cth_where2020ya,cth_where2020ya from form covid_testing_history and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Post-acute baseline),categorical,Covid Testing History,1380,"{'Agree': 540, 'Disagree': 150, 'Neither disagree or agree': 91, 'Strongly agree': 520, 'Strongly disagree': 79}"
4782,cth_wherenow,cth_wherenow from form covid_testing_history and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Acute week 8),categorical,Covid Testing History,504,"{'Agree': 164, 'Disagree': 11, 'Neither disagree or agree': 20, 'Strongly agree': 276, 'Strongly disagree': 33}"
4783,cth_wherenow,cth_wherenow from form covid_testing_history and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Post-acute baseline),categorical,Covid Testing History,9791,"{'Agree': 3153, 'Disagree': 277, 'Neither disagree or agree': 356, 'Strongly agree': 5456, 'Strongly disagree': 549}"
4784,cth_wherenowya,cth_wherenowya from form covid_testing_history and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Acute week 8),categorical,Covid Testing History,118,"{'Agree': 36, 'Disagree': 6, 'Neither disagree or agree': 6, 'Strongly agree': 65, 'Strongly disagree': 5}"
4785,cth_wherenowya,cth_wherenowya from form covid_testing_history and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Post-acute baseline),categorical,Covid Testing History,1378,"{'Agree': 429, 'Disagree': 73, 'Neither disagree or agree': 52, 'Strongly agree': 772, 'Strongly disagree': 52}"
4786,cth_yn,cth_yn from form covid_testing_history and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Acute week 8),categorical,Covid Testing History,508,"{'I do not want to answer': 3, ""I don't know"": 3, 'No': 68, 'Yes': 434}"
4787,cth_yn,cth_yn from form covid_testing_history and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Post-acute baseline),categorical,Covid Testing History,4651,"{'I do not want to answer': 59, ""I don't know"": 99, 'No': 1111, 'Yes': 3382}"
4788,cth_ynya,cth_ynya from form covid_testing_history and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Acute week 8),categorical,Covid Testing History,116,"{""I don't know"": 1, 'No': 5, 'Yes': 110}"
4789,cth_ynya,cth_ynya from form covid_testing_history and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,covid_testing_history,covid_testing_history (Post-acute baseline),categorical,Covid Testing History,1357,"{'I do not want to answer': 5, ""I don't know"": 11, 'No': 56, 'Yes': 1285}"
4790,demo_asian,demo_asian from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,45,"{'Chinese': 15, 'Japanese': 10, 'Asian Indian': 6, 'Filipino': 5, 'Korean': 2, 'Other Asian group {demo_asian_oth:icons}': 2}"
4791,demo_asian,demo_asian from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,658,"{'Chinese': 178, 'Asian Indian': 120, 'Filipino': 107, 'Korean': 71, 'Japanese': 66, 'Other Asian group {demo_asian_oth:icons}': 58}"
4792,demo_asianya,demo_asianya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,28,"{'Chinese': 9, 'Asian Indian': 5, 'Japanese': 4, 'Other Asian group {demo_asian_othya:icons}': 3, 'Filipino': 2, 'Korean': 2}"
4793,demo_asianya,demo_asianya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,262,"{'Chinese': 68, 'Asian Indian': 63, 'Vietnamese': 39, 'Filipino': 32, 'Other Asian group {demo_asian_othya:icons}': 20, 'Korean': 18}"
4794,demo_birthplace,demo_birthplace from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,569,"{'I do not want to answer': 1, ""I don't know"": 4, 'In the United States or a United States territory': 547, 'Outside the United States and territories': 17}"
4795,demo_birthplace,demo_birthplace from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,9866,"{'I do not want to answer': 31, ""I don't know"": 11, 'In the United States or a United States territory': 9525, 'Outside the United States and territories': 299}"
4796,demo_birthplaceya,demo_birthplaceya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,143,"{'In the United States or a United States territory': 123, 'Outside the United States and territories': 20}"
4797,demo_birthplaceya,demo_birthplaceya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,1406,"{'I do not want to answer': 8, ""I don't know"": 1, 'In the United States or a United States territory': 1231, 'Outside the United States and territories': 166}"
4798,demo_black,demo_black from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,87,"{'African American': 63, ""I don't know"": 6, 'Jamaican': 4, 'Haitian': 3, 'Caribbean': 2, 'Ghanaian': 2}"
4799,demo_black,demo_black from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,1529,"{'African American': 1307, ""I don't know"": 49, 'Caribbean': 46, 'Other Black or African group {demo_black_oth:icons}': 41, 'Haitian': 29, 'Jamaican': 22}"
4800,demo_blackya,demo_blackya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,16,"{'African American': 10, ""I don't know"": 2, 'Caribbean': 1, 'Jamaican': 1, 'Nigerian': 1, 'Other Black or African group {demo_black_othya:icons}': 1}"
4801,demo_blackya,demo_blackya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,171,"{'African American': 120, 'Caribbean': 12, 'Nigerian': 8, 'Other Black or African group {demo_black_othya:icons}': 8, ""I don't know"": 6, 'Jamaican': 4}"
4802,demographics,demo_colldt from form demographics and visit 24_month_arm_5 from pediatric cohort answerdata.tsv. Dates have been shifted to protect anonymity.,Pediatric,demographics,,categorical,Demographics,67,Date
4803,demo_colldt,demo_colldt from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv. Dates have been shifted to protect anonymity.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,717,Date
4804,demo_colldt,demo_colldt from form demographics and visit Follow-up month 12 from pediatric cohort answerdata.tsv. Dates have been shifted to protect anonymity.,Pediatric,demographics,demographics (Follow-up month 12),categorical,Demographics,1071,Date
4805,demo_colldt,demo_colldt from form demographics and visit Follow-up month 6 from pediatric cohort answerdata.tsv. Dates have been shifted to protect anonymity.,Pediatric,demographics,demographics (Follow-up month 6),categorical,Demographics,2068,Date
4806,demo_colldt,demo_colldt from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv. Dates have been shifted to protect anonymity.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,11717,Date
4807,demo_coord,demo_coord from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,28,{'Coordinator data entry': 28}
4808,demo_coord,demo_coord from form demographics and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 12),categorical,Demographics,33,{'Coordinator data entry': 33}
4809,demo_coord,demo_coord from form demographics and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 6),categorical,Demographics,33,{'Coordinator data entry': 33}
4810,demo_coord,demo_coord from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,712,{'Coordinator data entry': 712}
4811,demo_eng,demo_eng from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,569,"{'I do not want to answer': 6, ""I don't know"": 9, 'No': 50, 'Yes': 504}"
4812,demo_eng,demo_eng from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,10261,"{'I do not want to answer': 36, ""I don't know"": 29, 'No': 687, 'Yes': 9509}"
4813,demo_engya,demo_engya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,142,"{'No': 11, 'Yes': 131}"
4814,demo_engya,demo_engya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,1433,"{'I do not want to answer': 3, ""I don't know"": 3, 'No': 95, 'Yes': 1332}"
4815,demo_gender,demo_gender from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,313,"{'Girl': 157, 'Boy': 151, 'Non-binary': 2, 'I do not want to answer': 1, ""I don't know"": 1, 'Transgender': 1}"
4816,echo_yn,echo_yn from form echocardiogram and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,echocardiogram,echocardiogram (Follow-up month 6),categorical,Echocardiogram,7,"{'No': 6, 'Yes': 1}"
4817,demo_gender,demo_gender from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,8657,"{'Boy': 4403, 'Girl': 3989, 'Non-binary': 122, 'Transgender': 62, ""I don't know"": 39, ""None of these describe [sname] and I'd like to see other words"": 28}"
4818,demo_genderspec,demo_genderspec from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,27,"{'Genderqueer': 7, 'Genderfluid': 6, '[sname] is questioning or not sure of their gender identity': 6, 'None of these describe [sname]': 5, 'Transgender Man/Transgender Boy/Female-to-male (FTM)': 2, 'Transgender Woman/Transgender Girl/Male-to-female (MTF)': 1}"
4819,demo_genderspecya,demo_genderspecya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,13,"{'Genderfluid': 4, 'Genderqueer': 3, 'Transgender Man/Transgender Boy/Female-to-male (FTM)': 3, 'None of these describe me': 2, 'Transgender Woman/Transgender Girl/Male-to-female (MTF)': 1, 'Gender variant': 0}"
4820,demo_genderya,demo_genderya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,143,"{'Man': 39, 'Non-binary': 3, 'Transgender': 1, 'Woman': 100}"
4821,demo_genderya,demo_genderya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,1397,"{'Woman': 912, 'Man': 388, 'Non-binary': 58, 'Transgender': 19, ""None of these describe me and I'd like to see other words"": 13, 'I do not want to answer': 6}"
4822,demo_grade,demo_grade from form demographics and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (24_month_arm_5),categorical,Demographics,43,"{'11th grade': 5, '2nd grade': 5, '8th grade': 5, 'Pre-school/pre-kindergarten': 5, '10th grade': 4, '12th grade': 3}"
4823,demo_grade,demo_grade from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,377,"{'Pre-school/pre-kindergarten': 50, '3rd grade': 37, '5th grade': 36, '6th grade': 31, '8th grade': 31, '10th grade': 30}"
4824,demo_grade,demo_grade from form demographics and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 12),categorical,Demographics,696,"{'7th grade': 65, '9th grade': 64, 'Pre-school/pre-kindergarten': 60, '10th grade': 59, '8th grade': 53, '11th grade': 51}"
4825,demo_grade,demo_grade from form demographics and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 6),categorical,Demographics,1294,"{'Pre-school/pre-kindergarten': 128, '8th grade': 106, '11th grade': 103, '9th grade': 102, '5th grade': 97, '7th grade': 97}"
4826,demo_grade,demo_grade from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,9240,"{'10th grade': 2113, '9th grade': 1914, '11th grade': 1362, '8th grade': 1021, '12th grade': 369, '7th grade': 331}"
4827,demo_gradeya,demo_gradeya from form demographics and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (24_month_arm_5),categorical,Demographics,10,"{'12th grade': 1, 'College or University': 6, 'Graduate school': 3}"
4828,demo_gradeya,demo_gradeya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,85,"{'12th grade': 4, 'College or University': 63, 'Graduate school': 18}"
4829,demo_schooltypeya,demo_schooltypeya from form demographics and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (24_month_arm_5),categorical,Demographics,10,"{'Other, please explain {demo_schooltypespecya:icons}': 1, 'Private school': 4, 'Public school': 5}"
4830,ekg_abnormcr,ekg_abnormcr from form electrocardiogram and visit Acute week 8 from pediatric cohort answerdata.tsv.,Pediatric,electrocardiogram,electrocardiogram (Acute week 8),categorical,Electrocardiogram,38,"{'Junctional Rhythm': 1, 'Normal Rhythm': 16, 'Other': 19, 'Premature Ventricular Beats': 2}"
4831,demo_gradeya,demo_gradeya from form demographics and visit Follow-up month 12 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 12),categorical,Demographics,193,"{'11th grade': 1, '12th grade': 18, 'College or University': 128, 'Graduate school': 45, ""I don't know"": 1}"
4832,demo_gradeya,demo_gradeya from form demographics and visit Follow-up month 6 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Follow-up month 6),categorical,Demographics,357,"{'10th grade': 1, '11th grade': 3, '12th grade': 18, 'College or University': 259, 'Graduate school': 76}"
4833,demo_gradeya,demo_gradeya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,808,"{'College or University': 622, 'Graduate school': 140, '12th grade': 39, '11th grade': 4, '10th grade': 1, 'I am not in school': 1}"
4834,demo_hisp,demo_hisp from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,197,"{'Mexican or Mexican American': 86, 'Dominican': 55, 'Puerto Rican': 21, 'Honduran': 8, 'Other Hispanic group {demo_hisp_oth:icons}': 8, 'Cuban': 5}"
4835,demo_hisp,demo_hisp from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,2660,"{'Mexican or Mexican American': 1300, 'Dominican': 291, 'Puerto Rican': 282, 'Other Hispanic group {demo_hisp_oth:icons}': 240, 'Cuban': 126, 'Colombian': 118}"
4836,demo_hispya,demo_hispya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,36,"{'Dominican': 11, 'Mexican or Mexican American': 10, 'Other Hispanic group {demo_hisp_othya:icons}': 6, 'Puerto Rican': 3, 'Colombian': 2, 'Cuban': 2}"
4837,demo_hispya,demo_hispya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,395,"{'Mexican or Mexican American': 183, 'Other Hispanic group {demo_hisp_othya:icons}': 49, 'Dominican': 45, 'Puerto Rican': 31, 'Colombian': 22, 'Salvadoran': 18}"
4838,demo_lang,demo_lang from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,542,"{'[sname] only speaks English': 328, 'Spanish': 158, 'Other': 20, 'I do not want to answer': 10, ""I don't know"": 6, 'French': 5}"
4839,demo_lang,demo_lang from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,9606,"{'[sname] only speaks English': 6157, 'Spanish': 2556, 'Other': 421, 'French': 150, 'Mandarin': 107, ""I don't know"": 64}"
4840,demo_langya,demo_langya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,140,"{'I only speak English': 75, 'Spanish': 38, 'Other': 7, 'French': 5, 'Mandarin': 4, 'Hindi': 3}"
4841,demo_langya,demo_langya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,1358,"{'I only speak English': 701, 'Spanish': 389, 'Other': 96, 'French': 37, 'Hindi': 30, 'Vietnamese': 27}"
4842,demo_mideast,demo_mideast from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,5,"{'Egyptian': 3, ""I don't know"": 1, 'Other Middle Eastern or North African group {demo_mideast_oth:icons}': 1}"
4843,demo_mideast,demo_mideast from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,96,"{'Other Middle Eastern or North African group {demo_mideast_oth:icons}': 25, 'Lebanese': 18, 'Egyptian': 16, 'Iranian': 10, 'Syrian': 9, 'Israeli': 8}"
4844,demo_mideastya,demo_mideastya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,5,"{'Iranian': 1, 'Lebanese': 1, 'Other Middle Eastern or North African group {demo_mideast_othya:icons}': 3}"
4845,demo_mideastya,demo_mideastya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,45,"{'Other Middle Eastern or North African group {demo_mideast_othya:icons}': 16, 'Israeli': 8, 'Lebanese': 7, 'Egyptian': 4, 'Iranian': 4, 'Syrian': 4}"
4846,demo_native,demo_native from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,10,"{'American Indian': 9, 'Central or South American Indian': 1}"
4847,demo_native,demo_native from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,299,"{'American Indian': 261, ""I don't know"": 13, 'None of these fully describe [sname]': 10, 'Alaska Native': 7, 'Central or South American Indian': 6, 'I do not want to answer': 2}"
4848,demo_nativeya,demo_nativeya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,4,"{'American Indian': 3, 'Central or South American Indian': 1}"
4849,demo_nativeya,demo_nativeya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,23,"{'Alaska Native': 0, 'American Indian': 16, 'Central or South American Indian': 4, 'I do not want to answer': 1, 'None of these fully describe me': 2}"
4850,demo_pacisl,demo_pacisl from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,5,{'Native Hawaiian': 5}
4851,demo_pacisl,demo_pacisl from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,51,"{'Native Hawaiian': 22, 'Samoan': 12, 'Other Pacific Islander group {demo_pacisl_oth:icons}': 4, 'Tongan': 4, 'Pacific Islander': 3, ""I don't know"": 2}"
4852,demo_pacislya,demo_pacislya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,10,"{'Chamorro': 1, ""I don't know"": 1, 'Native Hawaiian': 4, 'Pacific Islander': 3, 'Samoan': 1}"
4853,demo_race,demo_race from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,570,"{'White(For example: English, European, French, German, Irish, Italian, Polish, etc.)': 241, 'Hispanic, Latino, or Spanish(For example: Colombian, Cuban, Dominican, Mexican or Mexican American, Puerto Rican, Salvadoran, etc.)': 178, 'Black or African American(For example: African American, Ethiopian, Haitian, Jamaican, Nigerian, Somali, etc.)': 83, 'Asian(For example: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, etc.)': 44, 'American Indian or Alaska Native(For example: Aztec, Blackfeet Tribe, Mayan, Navajo Nation, Native Village of Barrow (Utqiagvik) Inupiat Traditional Government, Nome Eskimo Community, etc.)': 10, 'I do not want to answer': 5}"
4854,demo_race,demo_race from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,10344,"{'White(For example: English, European, French, German, Irish, Italian, Polish, etc.)': 5045, 'Hispanic, Latino, or Spanish(For example: Colombian, Cuban, Dominican, Mexican or Mexican American, Puerto Rican, Salvadoran, etc.)': 2482, 'Black or African American(For example: African American, Ethiopian, Haitian, Jamaican, Nigerian, Somali, etc.)': 1514, 'Asian(For example: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, etc.)': 655, 'American Indian or Alaska Native(For example: Aztec, Blackfeet Tribe, Mayan, Navajo Nation, Native Village of Barrow (Utqiagvik) Inupiat Traditional Government, Nome Eskimo Community, etc.)': 305, 'None of these fully describe [sname]': 138}"
4855,demo_raceya,demo_raceya from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,144,"{'White(For example: English, European, French, German, Irish, Italian, Polish, etc.)': 62, 'Hispanic, Latino, or Spanish(For example: Colombian, Cuban, Dominican, Mexican or Mexican American, Puerto Rican, Salvadoran, etc.)': 30, 'Asian(For example: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, etc.)': 28, 'Black or African American(For example: African American, Ethiopian, Haitian, Jamaican, Nigerian, Somali, etc.)': 15, 'American Indian or Alaska Native(For example: Aztec, Blackfeet Tribe, Mayan, Navajo Nation, Native Village of Barrow (Utqiagvik) Inupiat Traditional Government, Nome Eskimo Community, etc.)': 4, 'Middle Eastern or North African(For example: Algerian, Egyptian, Iranian, Lebanese, Moroccan, Syrian, etc.)': 4}"
4856,demo_raceya,demo_raceya from form demographics and visit Post-acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Post-acute baseline),categorical,Demographics,1643,"{'White(For example: English, European, French, German, Irish, Italian, Polish, etc.)': 753, 'Hispanic, Latino, or Spanish(For example: Colombian, Cuban, Dominican, Mexican or Mexican American, Puerto Rican, Salvadoran, etc.)': 364, 'Asian(For example: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, etc.)': 262, 'Black or African American(For example: African American, Ethiopian, Haitian, Jamaican, Nigerian, Somali, etc.)': 172, 'Middle Eastern or North African(For example: Algerian, Egyptian, Iranian, Lebanese, Moroccan, Syrian, etc.)': 40, 'American Indian or Alaska Native(For example: Aztec, Blackfeet Tribe, Mayan, Navajo Nation, Native Village of Barrow (Utqiagvik) Inupiat Traditional Government, Nome Eskimo Community, etc.)': 24}"
4857,demo_school,demo_school from form demographics and visit 24_month_arm_5 from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (24_month_arm_5),categorical,Demographics,47,"{'No': 4, 'Yes': 43}"
4858,demo_school,demo_school from form demographics and visit Acute baseline from pediatric cohort answerdata.tsv.,Pediatric,demographics,demographics (Acute baseline),categorical,Demographics,401,"{""I don't know"": 2, 'No': 20, 'Yes': 379}"
