,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
2272,hcq_wt,hcq_wt from form covid_health_consequences and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,covid_health_consequences,covid_health_consequences (24month),categorical,COVID Health Consequences,284,"{'About the right weight': 242, 'I do not want to answer': 1, 'Slightly overweight': 10, 'Slightly underweight': 28, 'Very underweight': 3}"
2273,hcq_wt,hcq_wt from form covid_health_consequences and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,covid_health_consequences,covid_health_consequences (36month),categorical,COVID Health Consequences,147,"{'About the right weight': 125, 'Slightly overweight': 5, 'Slightly underweight': 14, 'Very overweight': 1, 'Very underweight': 2}"
2274,hcq_wt,hcq_wt from form covid_health_consequences and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,covid_health_consequences,covid_health_consequences (48month),categorical,COVID Health Consequences,35,"{'About the right weight': 32, 'Slightly overweight': 1, 'Slightly underweight': 2}"
2275,hcq_wt,hcq_wt from form covid_health_consequences and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,covid_health_consequences,covid_health_consequences (enrollment),categorical,COVID Health Consequences,1493,"{'About the right weight': 1235, 'Slightly underweight': 165, 'Slightly overweight': 68, 'Very underweight': 15, 'I do not want to answer': 6, 'Very overweight': 4}"
2276,mchat_01,mchat_01 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 10, 'Yes': 222}"
2277,mchat_02,mchat_02 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 562, 'Yes': 10}"
2278,mchat_02,mchat_02 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 230, 'Yes': 2}"
2279,mchat_03,mchat_03 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 68, 'Yes': 504}"
2280,mchat_03,mchat_03 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 46, 'Yes': 186}"
2281,mchat_04,mchat_04 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 12, 'Yes': 560}"
2282,mchat_04,mchat_04 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 8, 'Yes': 224}"
2283,mchat_05,mchat_05 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 533, 'Yes': 39}"
2284,mchat_05,mchat_05 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 213, 'Yes': 19}"
2285,mchat_06,mchat_06 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 42, 'Yes': 530}"
2286,mchat_06,mchat_06 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 24, 'Yes': 208}"
2287,mchat_07,mchat_07 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 55, 'Yes': 517}"
2288,mchat_07,mchat_07 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 33, 'Yes': 199}"
2289,mchat_08,mchat_08 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 15, 'Yes': 557}"
2290,mchat_08,mchat_08 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 3, 'Yes': 229}"
2291,mchat_09,mchat_09 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 19, 'Yes': 553}"
2292,mchat_09,mchat_09 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 14, 'Yes': 218}"
2293,mchat_10,mchat_10 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 5, 'Yes': 567}"
2294,mchat_11,mchat_11 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 1, 'Yes': 231}"
2295,mchat_12,mchat_12 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 216, 'Yes': 16}"
2296,mchat_13,mchat_13 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 32, 'Yes': 540}"
2297,mchat_13,mchat_13 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 16, 'Yes': 216}"
2298,mchat_14,mchat_14 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 4, 'Yes': 568}"
2299,mchat_14,mchat_14 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 5, 'Yes': 227}"
2300,mchat_15,mchat_15 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 8, 'Yes': 564}"
2301,mchat_15,mchat_15 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 5, 'Yes': 227}"
2302,mchat_16,mchat_16 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 39, 'Yes': 533}"
2303,mchat_16,mchat_16 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 14, 'Yes': 218}"
2304,mchat_17,mchat_17 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 103, 'Yes': 469}"
2305,mchat_17,mchat_17 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 38, 'Yes': 194}"
2306,mchat_18,mchat_18 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 37, 'Yes': 535}"
2307,mchat_18,mchat_18 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 23, 'Yes': 209}"
2308,mchat_19,mchat_19 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 37, 'Yes': 535}"
2309,mchat_19,mchat_19 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 14, 'Yes': 218}"
2310,mchat_20,mchat_20 from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,572,"{'No': 1, 'Yes': 571}"
2311,mchat_20,mchat_20 from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,232,"{'No': 2, 'Yes': 230}"
2312,miscpotsfu_pascyn,miscpotsfu_pascyn from form related_conditions and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (24month),categorical,Related Conditions,284,"{'I do not want to answer': 1, ""I don't know"": 1, 'No': 280, 'Yes': 2}"
2313,miscpots_colldt,miscpots_colldt from form related_conditions and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (36month),categorical,Related Conditions,148,Date
2314,pc_sstcoll,pc_sstcoll from form biospecimens and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,biospecimens,biospecimens (enrollment),categorical,Biospecimens,8,{'Collected': 8}
2315,mchat_colldt,mchat_colldt from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),categorical,Mchatrf,521,Date
2316,mchat_colldt,mchat_colldt from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),categorical,Mchatrf,144,Date
2317,mchat_score,mchat_score from form mchatrf and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (18month),continuous,Mchatrf,572,"{'min': np.float64(0.0), 'max': np.float64(16.0), 'mean': np.float64(1.06)}"
2318,mchat_score,mchat_score from form mchatrf and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,mchatrf,mchatrf (enrollment),continuous,Mchatrf,232,"{'min': np.float64(0.0), 'max': np.float64(17.0), 'mean': np.float64(1.29)}"
2319,miscpots_colldt,miscpots_colldt from form related_conditions and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (18month),categorical,Related Conditions,575,Date
2320,miscpots_colldt,miscpots_colldt from form related_conditions and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (24month),categorical,Related Conditions,284,Date
2321,pc_tasso_ship,pc_tasso_ship from form biospecimens and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,biospecimens,biospecimens (24month),categorical,Biospecimens,101,{'Ordered': 101}
2322,miscpots_colldt,miscpots_colldt from form related_conditions and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (48month),categorical,Related Conditions,35,Date
2323,miscpots_colldt,miscpots_colldt from form related_conditions and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (enrollment),categorical,Related Conditions,1503,Date
2324,miscpotsfu_miscyn,miscpotsfu_miscyn from form related_conditions and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (12month),categorical,Related Conditions,2,{'No': 2}
2325,miscpotsfu_miscyn,miscpotsfu_miscyn from form related_conditions and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (18month),categorical,Related Conditions,573,"{""I don't know"": 5, 'No': 568}"
2326,miscpotsfu_miscyn,miscpotsfu_miscyn from form related_conditions and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (24month),categorical,Related Conditions,284,"{""I don't know"": 5, 'No': 279}"
2327,miscpotsfu_miscyn,miscpotsfu_miscyn from form related_conditions and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (36month),categorical,Related Conditions,147,"{'I do not want to answer': 1, 'No': 146}"
2328,miscpotsfu_miscyn,miscpotsfu_miscyn from form related_conditions and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (48month),categorical,Related Conditions,35,"{""I don't know"": 1, 'No': 34}"
2329,miscpotsfu_pascyn,miscpotsfu_pascyn from form related_conditions and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (12month),categorical,Related Conditions,2,{'No': 2}
2330,miscpotsfu_pascyn,miscpotsfu_pascyn from form related_conditions and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (18month),categorical,Related Conditions,575,"{'I do not want to answer': 1, ""I don't know"": 4, 'No': 569, 'Yes': 1}"
2331,miscpotsfu_pascyn,miscpotsfu_pascyn from form related_conditions and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (36month),categorical,Related Conditions,148,{'No': 148}
2332,miscpotsfu_pascyn,miscpotsfu_pascyn from form related_conditions and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (48month),categorical,Related Conditions,35,{'No': 35}
2333,miscpotsfu_potsyn,miscpotsfu_potsyn from form related_conditions and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (12month),categorical,Related Conditions,2,{'No': 2}
2334,miscpotsfu_potsyn,miscpotsfu_potsyn from form related_conditions and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (18month),categorical,Related Conditions,573,"{""I don't know"": 5, 'No': 567, 'Yes': 1}"
2335,miscpotsfu_potsyn,miscpotsfu_potsyn from form related_conditions and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (24month),categorical,Related Conditions,284,"{'I do not want to answer': 1, ""I don't know"": 1, 'No': 282}"
2336,miscpotsfu_potsyn,miscpotsfu_potsyn from form related_conditions and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (36month),categorical,Related Conditions,147,{'No': 147}
2337,miscpotsfu_potsyn,miscpotsfu_potsyn from form related_conditions and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (48month),categorical,Related Conditions,35,{'No': 35}
2338,miscpots_miscyn,miscpots_miscyn from form related_conditions and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (enrollment),categorical,Related Conditions,1499,"{""I don't know"": 11, 'No': 1488}"
2339,miscpots_pascdtm,miscpots_pascdtm from form related_conditions and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (18month),categorical,Related Conditions,1,{'October': 1}
2340,miscpots_pascdtm,miscpots_pascdtm from form related_conditions and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (24month),categorical,Related Conditions,1,{'February': 1}
2341,miscpots_pascdtm,miscpots_pascdtm from form related_conditions and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (enrollment),categorical,Related Conditions,1,{'November': 1}
2342,miscpots_pascdty,miscpots_pascdty from form related_conditions and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (18month),categorical,Related Conditions,1,"{'2023.00000': 1, 'null': 0}"
2343,miscpots_pascdty,miscpots_pascdty from form related_conditions and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (24month),categorical,Related Conditions,1,"{'2024.00000': 1, 'null': 0}"
2344,miscpots_pascdty,miscpots_pascdty from form related_conditions and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (enrollment),categorical,Related Conditions,1,"{'2022.00000': 1, 'null': 0}"
2345,miscpots_pascyn,miscpots_pascyn from form related_conditions and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (enrollment),categorical,Related Conditions,1502,"{""I don't know"": 8, 'No': 1493, 'Yes': 1}"
2346,nsch_teeth,nsch_teeth from form promis and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,promis,promis (enrollment),categorical,PROMIS,106,"{'Excellent': 64, 'Fair': 3, 'Good': 10, 'Poor': 1, 'Very Good': 28}"
2347,miscpots_potsyn,miscpots_potsyn from form related_conditions and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,related_conditions,related_conditions (enrollment),categorical,Related Conditions,1499,"{""I don't know"": 8, 'No': 1491}"
2348,mrcih_care,mrcih_care from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{""I was able to take care of [sname] at home without talking with [snameposs] doctor's office"": 14, 'I took care of [sname] at home and talked to [snameposs] doctor by phone': 5, ""[sname] was seen in person at their regular doctor's office"": 2, ""I don't know"": 1, '[sname] was seen at the emergency department': 1, '[sname] was seen at an urgent care facility (a place where you can walk in to get care right away without an appointment)': 0}"
2349,mrcih_colldt,mrcih_colldt from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,343,Date
2350,mrcih_covidnum,mrcih_covidnum from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{'1': 16, '2': 7}"
2351,mrcih_covidyn,mrcih_covidyn from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,333,"{""I don't know"": 45, 'No': 265, 'Yes': 23}"
2352,mrcih_dtm,mrcih_dtm from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{'December': 5, 'August': 4, 'October': 4, 'June': 3, 'March': 3, 'February': 2}"
2353,mrcih_dty,mrcih_dty from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),continuous,Most Recent COVID Infection History,23,"{'min': np.float64(22.0), 'max': np.float64(2024.0), 'mean': np.float64(1935.52)}"
2354,mrcih_hospdur,mrcih_hospdur from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,1,"{'4.00000': 1, 'null': 0}"
2355,mrcih_hospyn,mrcih_hospyn from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{""I don't know"": 1, 'No': 21, 'Yes': 1}"
2356,mrcih_picuyn,mrcih_picuyn from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,1,"{""I don't know"": 1}"
2357,mrcih_reason,mrcih_reason from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{'A doctor told me [sname] had COVID because they had symptoms': 3, ""A test done at a doctor's office or laboratory said that [sname] had COVID"": 2, 'A test done at home said that [sname] had COVID': 10, 'I thought [sname] had COVID at this time, but a doctor did not tell me they had COVID': 8}"
2358,mrcih_sympdur,mrcih_sympdur from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,21,"{'1 week or less': 14, '2 weeks': 3, '3 weeks': 1, '4 weeks': 1, ""I don't know"": 1, 'More than 4 weeks': 1}"
2359,mrcih_sympsev,mrcih_sympsev from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,21,"{""I don't know"": 1, 'Mild (a little bad)': 8, 'Moderate (medium bad)': 4, 'Severe (very bad)': 2, 'Very mild (slightly bad)': 6}"
2360,mrcih_sympyn,mrcih_sympyn from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{'No': 2, 'Yes': 21}"
2361,mrcih_testpostype,mrcih_testpostype from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,16,"{'Antigen test done at home (sometimes called a rapid test)': 13, ""Antigen test done in a laboratory, doctor's office, or testing center (sometimes called a rapid test)"": 3, 'PCR/molecular test, throat or nose swab': 0}"
2362,mrcih_testposyn,mrcih_testposyn from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,16,{'Yes': 16}
2363,mrcih_testtype,mrcih_testtype from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,17,"{'Antigen test done at home (sometimes called a rapid test)': 13, ""Antigen test done in a laboratory, doctor's office, or testing center (sometimes called a rapid test)"": 3, ""I don't know"": 1, 'PCR/molecular test, throat or nose swab': 0}"
2364,mrcih_treatantibio,mrcih_treatantibio from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{""I don't know"": 1, 'No': 20, 'Yes': 2}"
2365,mrcih_treatav,mrcih_treatav from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{""I don't know"": 1, 'No': 22}"
2366,mrcih_treatdial,mrcih_treatdial from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,1,{'No': 1}
2367,mrcih_treathydroxy,mrcih_treathydroxy from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{""I don't know"": 1, 'No': 22}"
2368,mrcih_treativfluid,mrcih_treativfluid from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,22,"{""I don't know"": 1, 'No': 20, 'Yes': 1}"
2369,mrcih_treatmono,mrcih_treatmono from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{""I don't know"": 1, 'No': 22}"
2370,mrcih_treato2,mrcih_treato2 from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,22,"{""I don't know"": 1, 'No': 20, 'Yes': 1}"
2371,mrcih_treatoth,mrcih_treatoth from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,20,"{""I don't know"": 1, 'No': 17, 'Yes': 2}"
2372,mrcih_treatplasma,mrcih_treatplasma from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{""I don't know"": 1, 'No': 22}"
2373,mrcih_treatster,mrcih_treatster from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{""I don't know"": 1, 'No': 19, 'Yes': 3}"
2374,mrcih_treatthinner,mrcih_treatthinner from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,23,"{""I don't know"": 1, 'No': 22}"
2375,mrcih_treatvent,mrcih_treatvent from form most_recent_covid_infection_history and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,most_recent_covid_infection_history,most_recent_covid_infection_history (enrollment),categorical,Most Recent COVID Infection History,1,{'No': 1}
2376,child_social_determinants_of_health_followup,nhis_anyvisit from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,,categorical,Child Social Determinants Of Health Followup,2,{'Yes': 2}
2377,nhis_anyvisit,nhis_anyvisit from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,575,"{'I do not want to answer': 2, ""I don't know"": 2, 'No': 29, 'Yes': 542}"
2378,nhis_anyvisit,nhis_anyvisit from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,282,"{""I don't know"": 1, 'No': 26, 'Yes': 255}"
2379,nhis_anyvisit,nhis_anyvisit from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'No': 15, 'Yes': 131}"
