variable_id,variable_label_from_data_file,label,derived_var_label,desc,form,form_id
iho_sarilumabdt,,Day of first sarilumab dose,,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_sarilumabtm,,Time of first sarilumab dose,,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_tocilizumab,,Did the patient receive tocilizumab between randomization and hospital discharge?,,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_tocilizumabdt,,Day of first tocilizumab dose,,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_tocilizumabtm,,Time of first tocilizumab dose,,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasop,,"Did the patient receive intravenous vasopressors or inotropes between randomization and the first of discharge, death, or study day 29?",,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasopdiscon,,"Was the patient still receiving vasopressors at the first of discharge, death, or study day 29?",,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasopdiscondt,,Day of final discontinuation of vasopressors/inotropes,,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasopdiscontm,,Time of final discontinuation of vasopressors/inotropes,,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasopdt,,Day of first receipt of vasopressors,,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasoptm,,Time of first receipt of vasopressors,,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasoptype___1,,Check all vasopressors and inotropes the patient received (choice=Norepinephrine),,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasoptype___2,,Check all vasopressors and inotropes the patient received (choice=Epinephrine),,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasoptype___3,,Check all vasopressors and inotropes the patient received (choice=Vasopressin),,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasoptype___4,,Check all vasopressors and inotropes the patient received (choice=Phenylephrine),,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasoptype___5,,Check all vasopressors and inotropes the patient received (choice=Angiotensin II),,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasoptype___6,,Check all vasopressors and inotropes the patient received (choice=Dobutamine),,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasoptype___7,,Check all vasopressors and inotropes the patient received (choice=Dopamine),,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_vasoptype___8,,Check all vasopressors and inotropes the patient received (choice=Milrinone),,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
iho_virinfyn,,Was another acute viral infection identified by clinical testing OTHER THAN SARS-CoV-2?,,,Inhospital Medications Microbiology Outcomes,inhospital_medications_microbiology_outcomes
img_ardsdt,,Day patient first documented as having bilateral opacities/infiltrates:,,,In-hospital Imaging,inhospital_imaging
img_blards,,"Using all available imaging, was the patient noted to have bilateral opacities/infiltrates that were not fully explained by effusions, lobar/lung collapse, nodules, cardiac failure or fluid overload prior to randomization?",,,In-hospital Imaging,inhospital_imaging
img_blardsclin,,"Did patient meet clinical criteria for ARDS at the time of randomization?(< 1 week of symptoms, not explained by cardiac failure, and P/F ratio < 300 or equivalent S/F ratio)",,,In-hospital Imaging,inhospital_imaging
img_ih,,Was any chest imaging available between randomization and day 8?,,,In-hospital Imaging,inhospital_imaging
img_ihards,,"Using all available imaging, was the patient noted to have bilateral opacities/infiltrates that were not fully explained by effusions, lobar/lung collapse, nodules, cardiac failure or fluid overload between randomization and day 8?",,,In-hospital Imaging,inhospital_imaging
img_ihardsclin,,"Did patient meet clinical criteria for ARDS between randomization and day 8?(< 1 week of symptoms, not explained by cardiac failure, and P/F ratio < 300 or equivalent S/F ratio)",,,In-hospital Imaging,inhospital_imaging
img_ihtype___1,,Type of chest imaging reviewed (choice=Chest radiogaph (X-ray)),,,In-hospital Imaging,inhospital_imaging
img_ihtype___2,,Type of chest imaging reviewed (choice=Computed Tomography (CT Chest)),,,In-hospital Imaging,inhospital_imaging
img_ihtype___3,,Type of chest imaging reviewed (choice=Other),,,In-hospital Imaging,inhospital_imaging
img_ihtypespec,,Describe other type(s) of chest imaging that was obtained,,,In-hospital Imaging,inhospital_imaging
img_prerand,,Was any chest imaging available in the 48 hours prior to randomization?,,,In-hospital Imaging,inhospital_imaging
img_prerandtype___1,,Type of chest imaging reviewed (choice=Chest radiogaph (X-ray)),,,In-hospital Imaging,inhospital_imaging
img_prerandtype___2,,Type of chest imaging reviewed (choice=Computed Tomography (CT Chest)),,,In-hospital Imaging,inhospital_imaging
img_prerandtype___3,,Type of chest imaging reviewed (choice=Other),,,In-hospital Imaging,inhospital_imaging
img_prerandtypespec,,Describe other type(s) of chest imaging that was obtained,,,In-hospital Imaging,inhospital_imaging
intervalname,,,,,Form Unknown,form_unknown
labs_albuminl_1,,Lowest albumin (g/dL) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_albuminl_2,,Lowest albumin (g/dL) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_albuminl_3,,Lowest albumin (g/dL) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_albuminl_4,,Lowest albumin (g/dL) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_albuminl_5,,Lowest albumin (g/dL) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_alph_1,,Highest ALP - Alkaline Phosphatase (IU/L) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_alph_2,,Highest ALP - Alkaline Phosphatase (IU/L) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_alph_3,,Highest ALP - Alkaline Phosphatase (IU/L) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_alph_4,,Highest ALP - Alkaline Phosphatase (IU/L) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_alph_5,,Highest ALP - Alkaline Phosphatase (IU/L) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_alth_1,,Highest ALT - Alanine aminotransferase (units per liter) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_alth_2,,Highest ALT - Alanine aminotransferase (units per liter) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_alth_3,,Highest ALT - Alanine aminotransferase (units per liter) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_alth_4,,Highest ALT - Alanine aminotransferase (units per liter) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_alth_5,,Highest ALT - Alanine aminotransferase (units per liter) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_asth_1,,Highest AST - Aspartate aminotransferase (units per liter) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_asth_2,,Highest AST - Aspartate aminotransferase (units per liter) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_asth_3,,Highest AST - Aspartate aminotransferase (units per liter) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_asth_4,,Highest AST - Aspartate aminotransferase (units per liter) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_asth_5,,Highest AST - Aspartate aminotransferase (units per liter) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_bicarbonateh_1,,Highest bicarbonate (mEq/L) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_bicarbonateh_2,,Highest bicarbonate (mEq/L) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_bicarbonateh_3,,Highest bicarbonate (mEq/L) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_bicarbonateh_4,,Highest bicarbonate (mEq/L) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_bicarbonateh_5,,Highest bicarbonate (mEq/L) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_bicarbonatel_1,,Lowest bicarbonate (mEq/L) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_bicarbonatel_2,,Lowest bicarbonate (mEq/L) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_bicarbonatel_3,,Lowest bicarbonate (mEq/L) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_bicarbonatel_4,,Lowest bicarbonate (mEq/L) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_bicarbonatel_5,,Lowest bicarbonate (mEq/L) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_bunh_1,,Highest BUN - Blood Urea Nitrogen (mg/dL) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_bunh_2,,Highest BUN - Blood Urea Nitrogen (mg/dL) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_bunh_3,,Highest BUN - Blood Urea Nitrogen (mg/dL) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_bunh_4,,Highest BUN - Blood Urea Nitrogen (Day 4),,,Day 4 Assessment,day_4_assessment
labs_bunh_5,,Highest BUN - Blood Urea Nitrogen (mg/dL) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_chlorideh_1,,Highest chloride (mEq/L) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_chlorideh_2,,Highest chloride (mEq/L) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_chlorideh_3,,Highest chloride (mEq/L) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_chlorideh_4,,Highest chloride (mEq/L) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_chlorideh_5,,Highest chloride (mEq/L) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_creath_2,,Highest creatinine (mg/dL) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_creath_4,,Highest creatinine (mg/dL) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_creath_5,,Highest creatinine (mg/dL) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_hemol_1,,Lowest hemoglobin (g/dl) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_hemol_2,,Lowest hemoglobin (g/dl) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_hemol_3,,Lowest hemoglobin (g/dl) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_hemol_4,,Lowest hemoglobin (g/dl) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_hemol_5,,Lowest hemoglobin (g/dl) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_inrh_2,,Highest INR - International Normalized Ratio (Day 2),,,Day 2 Assessment,day_2_assessment
labs_inrh_4,,Highest INR - International Normalized Ratio (Day 4),,,Day 4 Assessment,day_4_assessment
labs_inrh_5,,Highest INR - International Normalized Ratio (Day 5),,,Day 5 Assessment,day_5_assessment
labs_noreas_1,,"If no, why not? (Day 1)",,,Demographics and Enrollment,demographics_and_enrollment
labs_noreas_2,,"If no, why? (Day 2)",,,Day 2 Assessment,day_2_assessment
labs_noreas_3,,"If no, why? (Day 3)",,,Day 3 Assessment,day_3_assessment
labs_noreas_4,,"If no, why? (Day 4)",,,Day 4 Assessment,day_4_assessment
labs_noreas_5,,"If no, why? (Day 5)",,,Day 5 Assessment,day_5_assessment
labs_plateletl_2,,Lowest platelet count (/mm3; in thousands) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_plateletl_4,,Lowest platelet count (/mm3; in thousands) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_plateletl_5,,Lowest platelet count (Day 5),,,Day 5 Assessment,day_5_assessment
labs_potassiumh_1,,Highest potassium (mEq/L) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_potassiumh_2,,Highest potassium (mEq/L) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_potassiumh_3,,Highest potassium (mEq/L) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_potassiumh_4,,Highest potassium (mEq/L) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_potassiumh_5,,Highest potassium (mEq/L) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_potassiuml_1,,Lowest potassium (mEq/L) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_potassiuml_2,,Lowest potassium (mEq/L) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_potassiuml_3,,Lowest potassium (mEq/L) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_potassiuml_4,,Lowest potassium (mEq/L) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_potassiuml_5,,Lowest potassium (mEq/L) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_ptth_1,,Highest PTT - Partial Thromboplastin Time (seconds) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_ptth_2,,Highest PTT - Partial Thromboplastin Time (seconds) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_ptth_3,,Highest PTT - Partial Thromboplastin Time (seconds) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_ptth_4,,Highest PTT - Partial Thromboplastin Time (seconds) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_ptth_5,,Highest PTT - Partial Thromboplastin Time (seconds) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_sodiumh_1,,Highest sodium (mEq/L) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_sodiumh_2,,Highest sodium (mEq/L) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_sodiumh_3,,Highest sodium (mEq/L) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_sodiumh_4,,Highest sodium (mEq/L) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_sodiumh_5,,Highest sodium (mEq/L) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_sodiuml_1,,Lowest sodium (mEq/L) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_sodiuml_2,,Lowest sodium (mEq/L) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_sodiuml_3,,Lowest sodium (mEq/L) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_sodiuml_4,,Lowest sodium (mEq/L) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_sodiuml_5,,Lowest sodium (mEq/L)  (Day 5),,,Day 5 Assessment,day_5_assessment
labs_totbilih_2,,Highest total bilirubin (mg/dL) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_totbilih_4,,Highest total bilirubin (mg/dL) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_totbilih_5,,Highest total bilirubin (mg/dL) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_troph_1,,Highest troponin (mg/dL) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_troph_2,,Highest troponin (mg/dL) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_troph_3,,Highest troponin (mg/dL) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_troph_4,,Highest troponin (mg/dL) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_troph_5,,Highest troponin (mg/dL) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_wbch_1,,Highest white blood cell count (/mm3) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_wbch_2,,Highest white blood cell count (/mm3) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_wbch_3,,Highest white blood cell count (/mm3) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_wbch_4,,Highest white blood cell count (/mm3) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_wbch_5,,Highest white blood cell count (/mm3) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_wbcl_1,,Lowest white blood cell count (/mm3) (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_wbcl_2,,Lowest white blood cell count (/mm3) (Day 2),,,Day 2 Assessment,day_2_assessment
labs_wbcl_3,,Lowest white blood cell count (/mm3) (Day 3),,,Day 3 Assessment,day_3_assessment
labs_wbcl_4,,Lowest white blood cell count (/mm3) (Day 4),,,Day 4 Assessment,day_4_assessment
labs_wbcl_5,,Lowest white blood cell count (/mm3) (Day 5),,,Day 5 Assessment,day_5_assessment
labs_yn_1,,Were the daily labs available for this study day? (Day 1),,,Demographics and Enrollment,demographics_and_enrollment
labs_yn_2,,Were the daily labs available for this study day? (Day 2),,,Day 2 Assessment,day_2_assessment
labs_yn_3,,Were the daily labs available for this study day? (Day 3),,,Day 3 Assessment,day_3_assessment
labs_yn_4,,Were the daily labs available for this study day? (Day 4),,,Day 4 Assessment,day_4_assessment
labs_yn_5,,Were the daily labs available for this study day? (Day 5),,,Day 5 Assessment,day_5_assessment
new_id,,,,,Form Unknown,form_unknown
out_aeassess_15,,"Adverse Event Assessment Study Day 15On this study day, study personnel assessed for Adverse Events (and if found recorded AE in AE CRF).",,,Day 15 Phone Call,day_15_phone_call
out_aeassess_29,,"Adverse Event Assessment Study Day 29On this study day, study personnel assessed for Adverse Events (and if found recorded AE in AE CRF).",,,Day 29 Phone Call,day_29_phone_call
out_aeassess_8,,"Adverse Event Assessment Study Day 8On this study day, study personnel assessed for Adverse Events (and if found recorded AE in AE CRF).",,,Day 8 Phone Call,day_8_phone_call
out_aeassessreas_15,,Why were AEs not assessed?,,,Day 15 Phone Call,day_15_phone_call
out_aeassessreas_29,,Why were AEs not assessed?,,,Day 29 Phone Call,day_29_phone_call
out_aeassessreas_8,,Why were AEs not assessed?,,,Day 8 Phone Call,day_8_phone_call
out_dt_15,,Day that 15 day assessment was performed,,,Day 15 Phone Call,day_15_phone_call
out_dt_29,,Day that 29 day assessment was performed,,,Day 29 Phone Call,day_29_phone_call
out_dt_8,,Day that 8 day assessment was performed,,,Day 8 Phone Call,day_8_phone_call
out_oosnospec_15,,Please describe other reason why,,,Day 15 Phone Call,day_15_phone_call
out_oosnospec_29,,Please describe other reason why,,,Day 29 Phone Call,day_29_phone_call
out_oosnospec_8,,Please describe other reason why,,,Day 8 Phone Call,day_8_phone_call
out_oosyn_15,,Was information on the COVID Ordinal Outcome Scale available at 15 days?,,,Day 15 Phone Call,day_15_phone_call
out_oosyn_29,,Was information on the COVID Ordinal Outcome Scale available at 29 days?,,,Day 29 Phone Call,day_29_phone_call
out_oosyn_8,,Was information on the COVID Ordinal Outcome Scale available at 8 days?,,,Day 8 Phone Call,day_8_phone_call
out_safeassess_15,,"Safety Outcome Assessment Study Day 15On this study day, study personnel assessed for the occurrence of safety outcomes (and if found recorded in Safety Outcomes CRF).",,,Day 15 Phone Call,day_15_phone_call
out_safeassess_29,,"Safety Outcome Assessment Study Day 29On this study day, study personnel assessed for the occurrence of safety outcomes (and if found recorded in Safety Outcomes CRF).",,,Day 29 Phone Call,day_29_phone_call
out_safeassess_8,,"Safety Outcome Assessment Study Day 8On this study day, study personnel assessed for the occurrence of safety outcomes (and if found recorded in Safety Outcomes CRF).",,,Day 8 Phone Call,day_8_phone_call
out_safeassessreas_15,,Why were safety outcomes not assessed?,,,Day 15 Phone Call,day_15_phone_call
out_safeassessreas_29,,Why were safety outcomes not assessed?,,,Day 29 Phone Call,day_29_phone_call
out_safeassessreas_8,,Why were safety outcomes not assessed?,,,Day 8 Phone Call,day_8_phone_call
out_src_15,,Primary source of of day 15 information,,,Day 15 Phone Call,day_15_phone_call
out_src_29,,Primary source of of day 29 information,,,Day 29 Phone Call,day_29_phone_call
out_src_8,,Primary source of of day 8 information,,,Day 8 Phone Call,day_8_phone_call
out_srcspec_15,,Other source of day 15 information,,,Day 15 Phone Call,day_15_phone_call
out_srcspec_29,,Other source of day 29 information,,,Day 29 Phone Call,day_29_phone_call
out_srcspec_8,,Other source of day 8 information,,,Day 8 Phone Call,day_8_phone_call
out_symp_15___cough,,Which symptoms did the patient report? (choice=Cough),,,Day 15 Phone Call,day_15_phone_call
out_symp_15___ct,,Which symptoms did the patient report? (choice=Chest tightness),,,Day 15 Phone Call,day_15_phone_call
out_symp_15___fever,,Which symptoms did the patient report? (choice=Fever (temperature > 99.5°F with a thermometer)),,,Day 15 Phone Call,day_15_phone_call
out_symp_15___feverish,,Which symptoms did the patient report? (choice=Feeling feverish),,,Day 15 Phone Call,day_15_phone_call
out_symp_15___oth,,Which symptoms did the patient report? (choice=Other),,,Day 15 Phone Call,day_15_phone_call
out_symp_15___sob,,Which symptoms did the patient report? (choice=Shortness of breath),,,Day 15 Phone Call,day_15_phone_call
out_symp_15___st,,Which symptoms did the patient report? (choice=Sore throat),,,Day 15 Phone Call,day_15_phone_call
out_symp_15___weak,,Which symptoms did the patient report? (choice=Weakness or fatigue),,,Day 15 Phone Call,day_15_phone_call
out_symp_29___cough,,Which symptoms did the patient report? (choice=Cough),,,Day 29 Phone Call,day_29_phone_call
out_symp_29___ct,,Which symptoms did the patient report? (choice=Chest tightness),,,Day 29 Phone Call,day_29_phone_call
out_symp_29___fever,,Which symptoms did the patient report? (choice=Fever (temperature > 99.5°F with a thermometer)),,,Day 29 Phone Call,day_29_phone_call
out_symp_29___feverish,,Which symptoms did the patient report? (choice=Feeling feverish),,,Day 29 Phone Call,day_29_phone_call
out_symp_29___oth,,Which symptoms did the patient report? (choice=Other),,,Day 29 Phone Call,day_29_phone_call
out_symp_29___sob,,Which symptoms did the patient report? (choice=Shortness of breath),,,Day 29 Phone Call,day_29_phone_call
out_symp_29___st,,Which symptoms did the patient report? (choice=Sore throat),,,Day 29 Phone Call,day_29_phone_call
out_symp_29___weak,,Which symptoms did the patient report? (choice=Weakness or fatigue),,,Day 29 Phone Call,day_29_phone_call
out_symp_8___cough,,Which symptoms did the patient report? (choice=Cough),,,Day 8 Phone Call,day_8_phone_call
out_symp_8___ct,,Which symptoms did the patient report? (choice=Chest tightness),,,Day 8 Phone Call,day_8_phone_call
out_symp_8___fever,,Which symptoms did the patient report? (choice=Fever (temperature > 99.5°F with a thermometer)),,,Day 8 Phone Call,day_8_phone_call
out_symp_8___feverish,,Which symptoms did the patient report? (choice=Feeling feverish),,,Day 8 Phone Call,day_8_phone_call
out_symp_8___oth,,Which symptoms did the patient report? (choice=Other),,,Day 8 Phone Call,day_8_phone_call
out_symp_8___sob,,Which symptoms did the patient report? (choice=Shortness of breath),,,Day 8 Phone Call,day_8_phone_call
out_symp_8___st,,Which symptoms did the patient report? (choice=Sore throat),,,Day 8 Phone Call,day_8_phone_call
out_symp_8___weak,,Which symptoms did the patient report? (choice=Weakness or fatigue),,,Day 8 Phone Call,day_8_phone_call
out_sympoth_15,,Please specify:,,,Day 15 Phone Call,day_15_phone_call
out_sympoth_29,,Please specify:,,,Day 29 Phone Call,day_29_phone_call
out_sympoth_8,,Please specify:,,,Day 8 Phone Call,day_8_phone_call
out_sympyn_15,,Did the patient report any symptoms on day 15?,,,Day 15 Phone Call,day_15_phone_call
out_sympyn_29,,Did the patient report any symptoms on day 29?,,,Day 29 Phone Call,day_29_phone_call
out_sympyn_8,,Did the patient report any symptoms on day 8?,,,Day 8 Phone Call,day_8_phone_call
out_tm_15,,Time that 15 day assessment was performed,,,Day 15 Phone Call,day_15_phone_call
out_tm_29,,Time that 29 day assessment was performed,,,Day 29 Phone Call,day_29_phone_call
out_tm_8,,Time that 8 day assessment was performed,,,Day 8 Phone Call,day_8_phone_call
pd_ae,,Was an adverse event reported as a result of this deviation?,,,Protocol Deviations,protocol_deviations
pd_desc,,Describe the deviation:,,,Protocol Deviations,protocol_deviations
pd_devdt,,Day deviation occurred:,,,Protocol Deviations,protocol_deviations
pd_devrepdt,,Day deviation discovered:,,,Protocol Deviations,protocol_deviations
pd_devtype,,Type of deviation:,,,Protocol Deviations,protocol_deviations
pd_drugstop,,Was study drug temporarily or permanently discontinued as a result of this deviation?,,,Protocol Deviations,protocol_deviations
pd_drugtype,,Type of drug error:,,,Protocol Deviations,protocol_deviations
pd_other,,Please specify:,,,Protocol Deviations,protocol_deviations
pd_resolution,,Describe steps taken to resolve the deviation and prevent future occurrences:,,,Protocol Deviations,protocol_deviations
pdo_ed,,Did the patient visit an emergency department between discharge from the initial hospitalization and 29 days after randomization?,,,Post-discharge outcomes,postdischarge_outcomes
pdo_eddt,,Day of first emergency department visit:,,,Post-discharge outcomes,postdischarge_outcomes
pdo_oxy,,"Did the patient receive supplemental oxygen between discharge from the initial hospitalization and 29 days after randomization?  Supplemental oxygen is defined as oxygen administered by nasal cannula, face mask, high-flow nasal cannula, non-invasive ventil",,,Post-discharge outcomes,postdischarge_outcomes
pdo_oxydt,,<b><u><I>FINAL</I></u></b> Day receving oxygen between discharge and day 29:,,,Post-discharge outcomes,postdischarge_outcomes
pdo_oxystartdt,,What was the first day on which the patient received oxygen following discharge from the index hospitalization?,,,Post-discharge outcomes,postdischarge_outcomes
pdo_oxystill,,Is the patient still on oxygen at day 29?,,,Post-discharge outcomes,postdischarge_outcomes
pdo_readm,,Did the patient experience hospital readmission between discharge from the initial hospitalization and 29 days after randomization?,,,Post-discharge outcomes,postdischarge_outcomes
pdo_readmdt,,Day of first readmission:,,,Post-discharge outcomes,postdischarge_outcomes
petal_id,Enter the PETAL ID Number,,,,Eligibility Criteria,eligibility_criteria
prmed_azithro,,Azithromycin (up to randomization),,,Demographics and Enrollment,demographics_and_enrollment
prmed_chlor,,Chloroquine (up to randomization),,,Demographics and Enrollment,demographics_and_enrollment
prmed_corticoster,,Corticosteroids (up to randomization),,,Demographics and Enrollment,demographics_and_enrollment
prmed_hydroxychlor,,Hydroxychloroquine (up to randomization),,,Demographics and Enrollment,demographics_and_enrollment
prmed_interferon,,Interferon  (up to randomization),,,Demographics and Enrollment,demographics_and_enrollment
prmed_lopinavir,,Lopinavir/ritonavir (up to randomization),,,Demographics and Enrollment,demographics_and_enrollment
prmed_other,,Other medication(s) between hospital admission and randomization felt to be relevant to trial?,,,Demographics and Enrollment,demographics_and_enrollment
prmed_otherspec,,"If other medication(s), which medication(s)?",,,Demographics and Enrollment,demographics_and_enrollment
prmed_remdesivir,,Remdesivir (up to randomization),,,Demographics and Enrollment,demographics_and_enrollment
prmed_sarilumab,,Sarilumab (up to randomization),,,Demographics and Enrollment,demographics_and_enrollment
prmed_tocilizumab,,Tocilizumab (up to randomization),,,Demographics and Enrollment,demographics_and_enrollment
prtrt_conplas,,Convalescent plasma (up to randomization)?,,,Demographics and Enrollment,demographics_and_enrollment
prtrt_immglob,,SARS-CoV-2 hyperimmune globulin (up to randomization)?,,,Demographics and Enrollment,demographics_and_enrollment
prtrt_monocanti,,Monoclonal antibodies (up to randomization)?,,,Demographics and Enrollment,demographics_and_enrollment
r,,,,,Form Unknown,form_unknown
rand_dt,Randomization day,Randomization day,Randomization day,,Randomization,randomization
rand_dt,,Randomization day,Randomization day,,Randomization,randomization
rand_dt,Randomization date and time,Randomization day,Randomization day,,Randomization,randomization
rand_id,What was the patient's randomization number?,,,,Randomization,randomization
rand_order,,,,,Form Unknown,form_unknown
rand_tm,Randomization time,Randomization time,Randomization time,,Form Unknown,form_unknown
rand_tm,,Randomization time,Randomization time,,Form Unknown,form_unknown
rand_trt,Treatment arm,,Treatment arm,,Form Unknown,form_unknown
rand_trt,,,Treatment arm,,Form Unknown,form_unknown
record_id,Record ID,,,,Eligibility Criteria,eligibility_criteria
redcap_data_access_group,Data Access Group,,,,Form Unknown,form_unknown
redcap_repeat_instance,,Repeat Instance,,,Form Unknown,form_unknown
redcap_repeat_instrument,,Repeat Instrument,,,Form Unknown,form_unknown
rxhx_ace,,Does the patient take ACE inhibitors as a home medication?,,,Demographics and Enrollment,demographics_and_enrollment
rxhx_arb,,Does the patient take angiotensin receptor blockers as a home medication?,,,Demographics and Enrollment,demographics_and_enrollment
rxhx_cortico,,Does the patient take corticosteroids as a home medication?,,,Demographics and Enrollment,demographics_and_enrollment
rxhx_nsaids,,Does the patient regularly take non-steroidal anti-inflammatory drugs as a home medication?,,,Demographics and Enrollment,demographics_and_enrollment
